64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
64	65	628	811	64	 
