671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
671	756	815	256	3	 
